participant;condition;layout;chats;part;topic;message;reaction;reaction_time;is_pienihetki
14;A;1;3;4;Koripallon pelisäännöt;Moikka;Hei!;1,24;FALSE
14;A;1;3;4;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;Pieni hetki;10,77;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;Pieni hetki;5,07;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;Pieni hetki;2,36;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Entä kuinka monta minuuttia yksi erä kestää?;Pieni hetki;6,95;TRUE
14;A;1;3;4;Koripallon pelisäännöt;Selvä juttu, kiitoksia avusta!;Eipä kestä!;7,98;FALSE
14;A;1;3;4;Nelikopteri;Moi!;Hei!;2,29;FALSE
14;A;1;3;4;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;Pieni hetki;2,50;TRUE
14;A;1;3;4;Nelikopteri;Entä mikä on sen maksiminopeus?;Pieni hetki;1,51;TRUE
14;A;1;3;4;Nelikopteri;Kuuluko kotiinpaluutoimintoon kotiin paluu, jos akku on vähissä?;Pieni hetki;2,09;TRUE
14;A;1;3;4;Nelikopteri;Kuinka pitkä takuu kopterilla on?;Pieni hetki;3,45;TRUE
14;A;1;3;4;Nelikopteri;Selvä, kiitos!;Eipä kestä!;1,93;FALSE
14;A;1;3;4;Pöytätenniksen säännöt;Moi;Hei!;1,33;FALSE
14;A;1;3;4;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;Pieni hetki;2,87;TRUE
14;A;1;3;4;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;Pieni hetki;7,91;TRUE
14;A;1;3;4;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;Pieni hetki;4,20;TRUE
14;A;1;3;4;Pöytätenniksen säännöt;Kiitos, saatiin asiat selväksi!;Eipä kestä!;2,18;FALSE
14;A;1;3;4;Mikroaaltouuni;Heippa;Hei!;1,27;FALSE
14;A;1;3;4;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;Pieni hetki;1,83;TRUE
14;A;1;3;4;Mikroaaltouuni;Selvä. Entä mikä on suurin teho jonka voin valita?;Pieni hetki;2,20;TRUE
14;A;1;3;4;Jääkaappi;Hei;Hei!;2,37;FALSE
14;A;1;3;4;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;Pieni hetki;2,10;TRUE
14;A;1;3;4;Kiuas;Moi!;Hei!;12,59;FALSE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Heippa;Hei!;2,06;FALSE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;39,92;FALSE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;ei;32,72;FALSE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;48m ja 53m;47,70;FALSE
14;B;2;3;1;Päältäajettava ruohonleikkuri;Kiitos vastauksista;Eipä kestä!;4,77;FALSE
14;B;2;3;1;Kuivausrumpu;Moi!;Hei!;2,11;FALSE
14;B;2;3;1;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;Pieni hetki;6,24;TRUE
14;B;2;3;1;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;Pieni hetki;3,25;TRUE
14;B;2;3;1;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;kyllä;26,59;FALSE
14;B;2;3;1;Kuivausrumpu;Entä onko laitteessa ohjelmaa villavaatteille?;kyllä;38,13;FALSE
14;B;2;3;1;Kuivausrumpu;Kiitos avusta!;Eipä kestä!;1,92;FALSE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Moi!;Hei!;2,27;FALSE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Joukkueemme on osallistumassa cheerleadingin SM-kisoihin ja haluaisin selvittää muutaman asian kilpailusäännöistä. Kuinka suuri kilpailualue on SM-kisoissa?;Pieni hetki;26,14;TRUE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Entä kuinka monta ulkoista spotteria joukkueella saa olla kilpailussa enintään?;Pieni hetki;34,52;TRUE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Saako ulkoinen spotteri tukea huojuvaa pyramidia?;ei saa;17,04;FALSE
14;B;2;3;1;Cheerleadingin kilpailusäännöt;Kiitos vastauksista!;Eipä kestä!;2,64;FALSE
14;B;2;3;1;Arkkupakastin;Hei!;Hei!;13,05;FALSE
14;B;2;3;1;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;Eipä kestä!;9,39;FALSE
14;B;2;3;1;Arkkupakastin;Sitten kysymys asennuksesta. Voinko asentaa pakastimen varastoon, jossa on talvella +5 astetta lämmintä?;Pieni hetki;34,28;TRUE
14;B;2;3;1;Uuni;Hei!;Hei!;1,57;FALSE
14;B;2;3;1;Uuni;Oletko vielä siellä?;500 mm;12,49;FALSE
14;B;2;3;1;Uuni;Entä kuinka monta kannatintasoa uunissa on?;Pieni hetki;16,47;TRUE
14;B;2;3;1;Astianpesukone;Hei!;Hei!;12,46;FALSE
14;B;2;3;1;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;Pieni hetki;63,44;TRUE
14;C;1;4;2;Kuivauskaappi;Moi;Hei!;3,55;FALSE
14;C;1;4;2;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;Pieni hetki;6,28;TRUE
14;C;1;4;2;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;Pieni hetki;8,01;TRUE
14;C;1;4;2;Kuivauskaappi;Mitä pesuainetta kuivauskaapin puhdistukseen voi käyttää?;Pieni hetki;1,77;TRUE
14;C;1;4;2;Kuivauskaappi;Kiitos paljon vastauksista!;Eipä kestä!;13,79;FALSE
14;C;1;4;2;Grilli;Moi;Hei!;1,29;FALSE
14;C;1;4;2;Grilli;Mietin grillin ostoa ja olisi pari kysymystä siitä. Mitkä ovat grillauspinta-alan pituus ja leveys?;Pieni hetki;1,43;TRUE
14;C;1;4;2;Grilli;Kuinka pitkä takuu grillillä on?;Pieni hetki;2,00;TRUE
14;C;1;4;2;Grilli;Entä mitä lisävarusteita grilliin on saatavana?;Pieni hetki;7,38;TRUE
14;C;1;4;2;Grilli;Kiitos!;Eipä kestä!;1,87;FALSE
14;C;1;4;2;Ompelukone;Moi;Hei!;1,86;FALSE
14;C;1;4;2;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;Pieni hetki;2,13;TRUE
14;C;1;4;2;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;Pieni hetki;11,82;TRUE
14;C;1;4;2;Ompelukone;Kuinka painava kone on?;Pieni hetki;12,90;TRUE
14;C;1;4;2;Ompelukone;Kiitos avusta!;Eipä kestä!;1,84;FALSE
14;C;1;4;2;Miekkailu;Moi!;Hei!;1,94;FALSE
14;C;1;4;2;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;Pieni hetki;31,45;TRUE
14;C;1;4;2;Miekkailu;Kuinka paljon se saa enintään painaa?;770g;14,57;FALSE
14;C;1;4;2;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;Pieni hetki;1,74;TRUE
14;C;1;4;2;Miekkailu;Entä kalpamiekkailun?;Pieni hetki;2,13;TRUE
14;C;1;4;2;Miekkailu;Selvä juttu, mietiskelen vielä. Kiitos!;Eipä kestä!;17,58;FALSE
14;C;1;4;2;Kamiina;Moikka;Hei!;15,92;FALSE
14;C;1;4;2;Kamiina;Voinko käyttää ostamani kamiinan polttoaineena sytytysnestettä?;Pieni hetki;1,71;TRUE
14;C;1;4;2;Kamiina;Entä mitä materiaalia keittolevy on?;Pieni hetki;9,31;TRUE
14;C;1;4;2;Agility;Hei;Hei!;10,11;FALSE
14;C;1;4;2;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;Pieni hetki;9,06;TRUE
14;C;1;4;2;Agility;Kuinka monta eri tasoluokkaa on olemassa?;Pieni hetki;17,05;TRUE
14;C;1;4;2;Mankeli;Moi!;Hei!;1,68;FALSE
14;C;1;4;2;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;Pieni hetki;2,01;TRUE
14;C;1;4;2;Mankeli;Entä mankeliliinan leveys?;Pieni hetki;2,14;TRUE
14;C;1;4;2;Lämpöpumppu;Hei;Hei!;10,42;FALSE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Moi.;Hei!;2,58;FALSE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;Pieni hetki;4,37;TRUE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;Pieni hetki;3,85;TRUE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;Pieni hetki;14,15;TRUE
14;D;2;4;3;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;Pieni hetki;47,41;TRUE
14;D;2;4;3;Liesituuletin;Moikka;Hei!;1,67;FALSE
14;D;2;4;3;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;Pieni hetki;4,51;TRUE
14;D;2;4;3;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;Pieni hetki;20,99;TRUE
14;D;2;4;3;Liesituuletin;Oletko vielä siellä?;Pieni hetki;39,72;TRUE
14;D;2;4;3;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;Pieni hetki;4,22;TRUE
14;D;2;4;3;Tenniksen kilpailumääräykset;Moi.;Hei!;3,01;FALSE
14;D;2;4;3;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;Pieni hetki;17,09;TRUE
14;D;2;4;3;Tenniksen kilpailumääräykset;Olen vähän huolissani omasta jaksamisestani, kuinka pitkä tauko kahden normaalipituisen saman luokan ottelussa on vähintään?;Pieni hetki;3,36;TRUE
14;D;2;4;3;Tenniksen kilpailumääräykset;Oletko vielä siellä?;Pieni hetki;4,69;TRUE
14;D;2;4;3;Tenniksen kilpailumääräykset;Kuinka montaa palloa tennisotteluissa voi korkeintaan käyttää?;Pieni hetki;2,34;TRUE
14;D;2;4;3;Jalkapallosäännöt;Moi!;Hei!;18,11;FALSE
14;D;2;4;3;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;Pieni hetki;4,52;TRUE
14;D;2;4;3;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;Pieni hetki;10,07;TRUE
14;D;2;4;3;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;Pieni hetki;12,72;TRUE
14;D;2;4;3;Jalkapallosäännöt;Sitten vielä yksi. Kuinka kaukana vastapuolen pelaajien pitää olla kulmakaaresta kulmapotkutilanteessa?;Pieni hetki;4,68;TRUE
14;D;2;4;3;Jalkapallosäännöt;Kiitoksia näistä!;Eipä kestä!;2,39;FALSE
14;D;2;4;3;Taekwondon kilpailusäännöt;Hei;Hei!;5,26;FALSE
15;A;1;3;3;Lämpöpumppu;Hei;Hei!;2,49;FALSE
15;A;1;3;3;Lämpöpumppu;Lämpöpumppuni ohjausjärjestelmän vihreä merkkivalo alkoi vilkkumaan eilen, mitä se tarkoittaa?;jokin hälytys aktiivisena;58,35;FALSE
15;A;1;3;3;Lämpöpumppu;Mikä asetus pitää olla päällä, jotta ohjausjärjestelmä sallii vain sähkövastuksen toiminnan?;lisälämpö;48,49;FALSE
15;A;1;3;3;Lämpöpumppu;Entä mikä on oletussäätö lämpötilalle, jos otan lämmityksen pois?;17;58,85;FALSE
15;A;1;3;3;Lämpöpumppu;Okei, kiitos tiedosta!;Eipä kestä!;2,85;FALSE
15;A;1;3;3;Painepesuri;Moi!;Hei!;1,84;FALSE
15;A;1;3;3;Painepesuri;Mikä on mallin P 130.2 nimellispaine?;120baari;33,68;FALSE
15;A;1;3;3;Painepesuri;Entä nimellisvirrankulutus?;2.300kw;51,09;FALSE
15;A;1;3;3;Painepesuri;Kuinka pitkä takuu laitteessa on?;2 vuotta;55,79;FALSE
15;A;1;3;3;Painepesuri;Kiitti vastauksista!;Eipä kestä!;17,47;FALSE
15;A;1;3;3;Arkkupakastin;Hei!;Hei!;1,49;FALSE
15;A;1;3;3;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;595mm;18,13;FALSE
15;A;1;3;3;Arkkupakastin;Sitten kysymys asennuksesta. Voinko asentaa pakastimen varastoon, jossa on talvella +5 astetta lämmintä?;ei;84,36;FALSE
15;A;1;3;3;Arkkupakastin;Entä mikä on alhaisin lämpötila, jolle pakastimen voi säätää käyttöpaneelista?;-24;59,37;FALSE
15;A;1;3;3;Arkkupakastin;Kiitos paljon, taidan ostaa tämän pakastimen.;Eipä kestä!;36,94;FALSE
15;A;1;3;3;Jääkaappi;Hei;Hei!;1,98;FALSE
15;A;1;3;3;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3cm;107,49;FALSE
15;A;1;3;3;Mikroaaltouuni;Heippa;Hei!;1,83;FALSE
15;A;1;3;3;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;sähkökatko;77,42;FALSE
15;A;1;3;3;Pöytätenniksen säännöt;Moi;Hei!;1,33;FALSE
15;A;1;3;3;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274cm;84,82;FALSE
15;B;2;3;1;Tenniksen kilpailumääräykset;Moi.;Hei!;2,20;FALSE
15;B;2;3;1;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;Pieni hetki;34,13;TRUE
15;B;2;3;1;Tenniksen kilpailumääräykset;Olen vähän huolissani omasta jaksamisestani, kuinka pitkä tauko kahden normaalipituisen saman luokan ottelussa on vähintään?;60min;87,44;FALSE
15;B;2;3;1;Tenniksen kilpailumääräykset;Kuinka montaa palloa tennisotteluissa voi korkeintaan käyttää?;6;76,89;FALSE
15;B;2;3;1;Tenniksen kilpailumääräykset;Asia selvä, kiitos vastauksista!;Eipä kestä!;4,73;FALSE
15;B;2;3;1;Kuivauskaappi;Moi;Hei!;27,85;FALSE
15;B;2;3;1;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900mm;39,55;FALSE
15;B;2;3;1;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;120min;96,16;FALSE
15;B;2;3;1;Kuivauskaappi;Mitä pesuainetta kuivauskaapin puhdistukseen voi käyttää?;mieto saippualiuos;92,60;FALSE
15;B;2;3;1;Kuivauskaappi;Kiitos paljon vastauksista!;Eipä kestä!;10,89;FALSE
15;B;2;3;1;Uuni;Hei!;Hei!;20,04;FALSE
15;B;2;3;1;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;Pieni hetki;24,32;TRUE
15;B;2;3;1;Uuni;Entä kuinka monta kannatintasoa uunissa on?;4;108,33;FALSE
15;B;2;3;1;Uuni;Sitten vielä pari kysymystä uunin asennuksesta. Voiko uunin asentaa 200 mm päähän seinästä?;kyllä;40,76;FALSE
15;B;2;3;1;Uuni;Hyvä, entä kuinka paljon tyhjää tilaa lieden päällä pitää vähintään olla?;650mm;39,14;FALSE
15;B;2;3;1;Mankeli;Moi!;Hei!;14,01;FALSE
15;B;2;3;1;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314mm;14,32;FALSE
15;B;2;3;1;Mankeli;Entä mankeliliinan leveys?;55cm;58,43;FALSE
15;B;2;3;1;Generaattori;Moikka!;Hei!;58,78;FALSE
15;C;1;4;4;Televisio;Moi.;Hei!;1,42;FALSE
15;C;1;4;4;Televisio;Yritän muodostaa internet-yhteyttä ostamaani televisioon, mutta se ei tunnu onnistuvan. Mikä on minimi verkkoyhteyden nopeus, jotta internet-yhteys voidaan muodostaa?;10mbps;32,04;FALSE
15;C;1;4;4;Televisio;Kytkin USB-näppäimistön televisioon, millä painikkeella pääsen palaamaan valikossa edelliseen näyttöön?;esc näppäin;77,97;FALSE
15;C;1;4;4;Televisio;Entä mitä Windows-näppäin tekee?;näyttää television asetukset;99,86;FALSE
15;C;1;4;4;Televisio;Selvä juttu, kiitos avusta!;Eipä kestä!;32,68;FALSE
15;C;1;4;4;Miekkailu;Moi!;Hei!;1,49;FALSE
15;C;1;4;4;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;kalpa;69,68;FALSE
15;C;1;4;4;Miekkailu;Kuinka paljon se saa enintään painaa?;770g;74,25;FALSE
15;C;1;4;4;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;vartalo vyötäröstä ylöspäin;127,02;FALSE
15;C;1;4;4;Miekkailu;Entä kalpamiekkailun?;koko vartalo;20,16;FALSE
15;C;1;4;4;Miekkailu;Selvä juttu, mietiskelen vielä. Kiitos!;Eipä kestä!;11,72;FALSE
15;C;1;4;4;Grilli;Moi;Hei!;1,89;FALSE
15;C;1;4;4;Grilli;Mietin grillin ostoa ja olisi pari kysymystä siitä. Mitkä ovat grillauspinta-alan pituus ja leveys?;49,6x90,0cm;86,12;FALSE
15;C;1;4;4;Grilli;Kuinka pitkä takuu grillillä on?;2 vuotta;51,32;FALSE
15;C;1;4;4;Grilli;Entä mitä lisävarusteita grilliin on saatavana?;suojahuppu ja elektroninen grillivarras;112,90;FALSE
15;C;1;4;4;Grilli;Kiitos!;Eipä kestä!;57,36;FALSE
15;C;1;4;4;Langattomat Bluetooth-kuulokkeet;Moi.;Hei!;20,59;FALSE
15;C;1;4;4;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;kuulokkeet, lautauskaapeli ja pikaopas;93,37;FALSE
15;C;1;4;4;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;0;107,15;FALSE
15;C;1;4;4;Langattomat Bluetooth-kuulokkeet;Kuinka kauan kuulokkeiden lataaminen pitäisi yleensä kestää?;2 tuntia;104,65;FALSE
15;C;1;4;4;Langattomat Bluetooth-kuulokkeet;Kuinka suuri kuulokkeiden toimintasäde on?;10m;20,57;FALSE
15;C;1;4;4;Päältäajettava ruohonleikkuri;Heippa;Hei!;14,19;FALSE
15;C;1;4;4;Taekwondon kilpailusäännöt;Hei;Hei!;14,01;FALSE
15;D;2;4;2;Astianpesukone;Hei!;Hei!;2,33;FALSE
15;D;2;4;2;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;20,03;FALSE
15;D;2;4;2;Astianpesukone;Selvä, mitä lämpötilaa tämä ohjelma käyttää?;70;70,15;FALSE
15;D;2;4;2;Astianpesukone;Sitten vielä yksi kysymys koneen asetuksista. Asuinpaikassani veden kovuus on 32°dH, mihin asentoon vedenpehmennin tulee siis asettaa?;7;136,67;FALSE
15;D;2;4;2;Astianpesukone;Kiitos paljon avusta ja hyvää päivänjatkoa;Eipä kestä!;4,15;FALSE
15;D;2;4;2;Kuivausrumpu;Moi!;Hei!;2,55;FALSE
15;D;2;4;2;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;600mm;39,72;FALSE
15;D;2;4;2;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;Pieni hetki;76,03;TRUE
15;D;2;4;2;Kuivausrumpu;Oletko vielä siellä?;Pieni hetki;4,20;TRUE
15;D;2;4;2;Liesituuletin;Moikka;Hei!;12,99;FALSE
15;D;2;4;2;Liesituuletin;Oletko vielä siellä?;Pieni hetki;2,76;TRUE
15;D;2;4;2;Agility;Hei;Hei!;4,83;FALSE
15;D;2;4;2;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;medi;72,34;FALSE
15;D;2;4;2;Agility;Oletko vielä siellä?;Pieni hetki;2,08;TRUE
15;D;2;4;2;Cheerleadingin kilpailusäännöt;Moi!;Hei!;8,65;FALSE
16;A;1;3;4;Jalkapallosäännöt;Moi!;Hei!;1,89;FALSE
16;A;1;3;4;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90m;30,25;FALSE
16;A;1;3;4;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70cm;18,30;FALSE
16;A;1;3;4;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11, (joista 1 maalivahti);34,55;FALSE
16;A;1;3;4;Jalkapallosäännöt;Sitten vielä yksi. Kuinka kaukana vastapuolen pelaajien pitää olla kulmakaaresta kulmapotkutilanteessa?;9,15m;32,92;FALSE
16;A;1;3;4;Jalkapallosäännöt;Kiitoksia näistä!;Eipä kestä!;33,38;FALSE
16;A;1;3;4;Mankeli;Moi!;Hei!;1,55;FALSE
16;A;1;3;4;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314mm;35,03;FALSE
16;A;1;3;4;Mankeli;Entä mankeliliinan leveys?;55cm;36,53;FALSE
16;A;1;3;4;Mankeli;Mikä on lakanoiden mankeiloimisaika?;2-4min;31,63;FALSE
16;A;1;3;4;Mankeli;Selvä, kiitos avusta!;Eipä kestä!;9,37;FALSE
16;A;1;3;4;Astianpesukone;Hei!;Hei!;5,62;FALSE
16;A;1;3;4;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;40,42;FALSE
16;A;1;3;4;Astianpesukone;Selvä, mitä lämpötilaa tämä ohjelma käyttää?;70 celsiusastetta;38,43;FALSE
16;A;1;3;4;Astianpesukone;Sitten vielä yksi kysymys koneen asetuksista. Asuinpaikassani veden kovuus on 32°dH, mihin asentoon vedenpehmennin tulee siis asettaa?;7;35,33;FALSE
16;A;1;3;4;Astianpesukone;Kiitos paljon avusta ja hyvää päivänjatkoa;Eipä kestä!;25,68;FALSE
16;A;1;3;4;Taekwondon kilpailusäännöt;Hei;Hei!;1,73;FALSE
16;A;1;3;4;Taekwondon kilpailusäännöt;Lapseni on osallistumassa ensimmäiseen taekwondokilpailuun ja muutama asia on vielä epäselvä. Mihin kilpailuluokkaan hänen pitää osallistua? Hän on 9-vuotias.;värivyöt, C-juniorit;52,94;FALSE
16;A;1;3;4;Taekwondon kilpailusäännöt;Käydäänkö tässä luokassa pyykkipoikaottelua?;kyllä;38,10;FALSE
16;A;1;3;4;Kuivauskaappi;Moi;Hei!;1,66;FALSE
16;A;1;3;4;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900mm;27,22;FALSE
16;A;1;3;4;Kuivauskaappi;Kuinka kauan lingotun pyykin kuivaus pikakuivauksella kestää?;Pieni hetki;44,60;TRUE
16;A;1;3;4;Jääkaappi;Hei;Hei!;2,15;FALSE
16;A;1;3;4;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3cm;52,30;FALSE
16;B;2;3;1;Liesituuletin;Moikka;Hei!;1,85;FALSE
16;B;2;3;1;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;paina painiketta + kun tuuletin teholla 3;57,23;FALSE
16;B;2;3;1;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;2 kuukauden välein;99,72;FALSE
16;B;2;3;1;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;lasinpesuainetta;45,92;FALSE
16;B;2;3;1;Liesituuletin;Hyvä tietää. Kiitos ja hyvää päivänjatkoa!;Eipä kestä!;12,73;FALSE
16;B;2;3;1;Mikroaaltouuni;Heippa;Hei!;2,12;FALSE
16;B;2;3;1;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;Sähkökatko;31,09;FALSE
16;B;2;3;1;Mikroaaltouuni;Selvä. Entä mikä on suurin teho jonka voin valita?;800W;36,23;FALSE
16;B;2;3;1;Mikroaaltouuni;Mitä tällä teholla tulisi kuumentaa?;nesteitä;84,53;FALSE
